COMUNE,NOME,MACRO TIPOLOGIA,SCHEDA,DO_Y,DO_X,
ALGHERO,"Fertilia, ponte romano",Edifici e strutture antiche,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=20928,40.5958771436355,8.28675181047792,
ALGHERO,Foradada,Isole,http://www.sardegnaturismo.it/index.php?xsl=5&s=3517&v=2&c=58&t=1,40.5705133043146,8.15135675538483,
ALGHERO,Grotta dei Palombi,Grotte mare,http://www.sardegnaturismo.it/index.php?xsl=5&v=2&c=2408&c1=2129&t=1&s=3780,40.5709022740932,8.15199509512099,
ALGHERO,Grotta di Nettuno - Alghero,Grotte mare,http://www.sardegnaturismo.it/index.php?xsl=5&v=2&c=2408&c1=2129&t=1&s=112,40.5650032450397,8.16013191101801,
ALGHERO,Grotta Pizzi e Ricami - Alghero,Grotte mare,http://www.sardegnaturismo.it/index.php?xsl=5&v=2&c=2408&c1=2129&t=1&s=3778,40.5622917154701,8.16485318455591,
ALGHERO,Il Ttramariglio,Spiagge,http://www.sardegnaturismo.it/index.php?xsl=5&s=661&v=2&c=45&t=1,40.5896100929572,8.16933145585141,
ALGHERO,La Dragunara,Spiagge,http://www.sardegnaturismo.it/index.php?xsl=5&s=716&v=2&c=45&t=1,40.575950151774,8.16091756963377,
ALGHERO,Las tronas,Spiagge,http://www.sardegnaturismo.it/index.php?xsl=5&s=783&v=2&c=45&t=1,40.5505964971475,8.31746250948783,
ALGHERO,Lazzaretto,Spiagge,http://www.sardegnaturismo.it/index.php?xsl=5&s=563&v=2&c=45&t=1,40.5824129727373,8.24679170887296,
ALGHERO,Le bombarde,Spiagge,http://www.sardegnaturismo.it/index.php?xsl=5&s=565&v=2&c=45&t=1,40.584364667052,8.2580270377658,
ALGHERO,Maria Pia,Spiagge,http://www.sardegnaturismo.it/index.php?xsl=5&s=576&v=2&c=45&t=1,40.586102016012,8.30668428173615,
ALGHERO,Marina di Alghero,Porti,http://www.sardegnaturismo.it/index.php?xsl=5&s=736&v=2&c=&t=1,40.5638399166288,8.30699696869808,
ALGHERO,Marina di Cala Tramariglio,Porti,http://www.sardegnaturismo.it/index.php?xsl=5&s=769&v=2&c=46&c1=&t=1,40.5917694924407,8.16842422662599,
ALGHERO,Marina di Porto Conte,Porti,http://www.sardegnaturismo.it/index.php?xsl=5&s=813&v=2&c=46&c1=&t=1,40.5950706826058,8.21174168038562,
ALGHERO,Mugoni,Spiagge,http://www.sardegnaturismo.it/index.php?xsl=5&s=592&v=2&c=45&t=1,40.6177522821224,8.2021237576911,
ALGHERO,Museo archeologico e storico-etnografico,Museo,http://www.sardegnacultura.it/j/v/253?s=24629&v=2&c=2487&c1=2126&visb=&t=1,40.6397396891752,8.32428001685634,
ALGHERO,Museo diocesano,Museo,http://www.sardegnacultura.it/j/v/253?s=24613&v=2&c=2487&c1=2126&visb=&t=1,40.5592441919222,8.31310422111883,
ALGHERO,Museo naturalistico,Museo,http://www.sardegnacultura.it/j/v/253?s=24612&v=2&c=2487&c1=2126&visb=&t=1,40.5568384700588,8.31602941218919,
ALGHERO,Necropoli di Anghelu Ruju,Spazi sacri e funerari,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=20740,40.6326779738069,8.32633780826689,
ALGHERO,Necropoli di Santu Pedru,Spazi sacri e funerari,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21684,40.6238990952928,8.40308551907816,
ALGHERO,Nuraghe Sant'Imbenia,Edifici e strutture antiche,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=20709,40.6226975242425,8.19668141360846,
ALGHERO,Palazzo Civico,Insediamenti antichi,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=18258,40.5588406840482,8.31415965524791,
ALGHERO,Palazzo Lavagna,Insediamenti antichi,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=18265,40.5595384515757,8.31384516840934,
ALGHERO,Palazzo Peretti,Insediamenti antichi,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=18448,40.5584895170555,8.31474882772265,
ALGHERO,Parco Naturale Regionale Porto Conte - Capo Caccia,Parchi,http://www.sardegnaturismo.it/index.php?xsl=5&s=5653&v=2&c=&t=1,40.6083922610465,8.2110395658273,
ALGHERO,Porto Conte,Foreste,http://www.sardegnaturismo.it/index.php?xsl=5&s=3173&v=2&c=3002&t=1,40.6159404766322,8.21064081390185,
ALGHERO,Porto Conte,Spiagge,http://www.sardegnaturismo.it/index.php?xsl=5&s=609&v=2&c=45&t=1,40.597351863389,8.21864653210776,
ALGHERO,Punta negra,Spiagge,http://www.sardegnaturismo.it/index.php?xsl=5&s=635&v=2&c=45&t=1,40.5835622970457,8.26614109808351,
ALGHERO,San Giovanni,Spiagge,http://www.sardegnaturismo.it/index.php?xsl=5&s=569&v=2&c=45&t=1,40.5735745444723,8.31667685473219,
ALGHERO,Scuole elementari del Sacro Cuore,Insediamenti antichi,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21556,40.5588803687967,8.31674442686944,
ALGHERO,Teatro civico,Insediamenti antichi,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21563,40.5582410535239,8.31306502131799,
ALGHERO,Villa di Sant'Imberia,Insediamenti antichi,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21302,40.6166366915566,8.18969973276699,
ALGHERO,Villa Sant'Elia,Insediamenti antichi,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=19368,40.5504413141221,8.31819278641531,
ANELA,Anela,Città e paesi,http://www.comunas.it/xml/comune.php?istat=090004,40.4458588229188,9.05403362824461,
ANELA,Chiesa di Santa Maria di Mesumundu,Chiese,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17747,40.4483146281581,9.05909600616755,
ANELA,Domus de janas di Sos Furrighesos,Spazi sacri e funerari,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=20749,40.4805542399671,8.97382999132969,
ANELA,Forest'Anela,Foreste,http://www.sardegnaturismo.it/index.php?xsl=5&s=3178&v=2&c=3002&t=1,40.4560473071856,9.02004151018556,
ANELA,Goceano,Monti,http://www.sardegnaturismo.it/index.php?xsl=5&s=3159&v=2&c=3003&t=1,40.462140246805,9.00165334757885,
ARDARA,Ardara,Città e paesi,http://www.comunas.it/xml/comune.php?istat=090005,40.6233179262819,8.81061663433001,
ARDARA,Chiese Santa Maria del Regno,Chiese,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17761,40.6241044741756,8.81033721974815,
BANARI,Banari,Città e paesi,http://www.comunas.it/xml/comune.php?istat=090007,40.5712168250066,8.69912185319582,
BANARI,Museo d'arte moderna,Museo,http://www.sardegnacultura.it/j/v/253?s=22506&v=2&c=2487&c1=2126&visb=&t=1,40.5730345012767,8.69726875950829,
BENETUTTI,Benetutti,Città e paesi,http://www.comunas.it/xml/comune.php?istat=090008,40.4551305377457,9.17207852879186,
BENETUTTI,Dolmen di Monte Maone,Monumenti megalitici,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21437,40.4459362921472,9.16884271528927,
BENETUTTI,Domus de janas di Molimentos,Spazi sacri e funerari,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21447,40.4436633116037,9.16172143552966,
BENETUTTI,La Collezione Soddu Tanda,Museo,http://www.sardegnacultura.it/j/v/253?s=28539&v=2&c=2487&c1=2126&visb=&t=1,40.4566747876361,9.170798149938,
BESSUDE,Bessude,Città e paesi,http://www.comunas.it/xml/comune.php?istat=090010,40.5535846004094,8.73132556509586,
BONNANARO,Bonnanaro,Città e paesi,http://www.comunas.it/xml/comune.php?istat=090011,40.5338537806434,8.76246341347699,
BONNANARO,Domus de janas di Corona Moltana,Spazi sacri e funerari,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21685,40.5237140799821,8.78307682261149,
BONO,Bono,Città e paesi,http://www.comunas.it/xml/comune.php?istat=090012,40.4146531075593,9.03045566454099,
BONO,Monte Pisanu,Foreste,http://www.sardegnaturismo.it/index.php?xsl=5&s=3177&v=2&c=3002&t=1,40.4401295770683,8.9738313302696,
BONO,Sos Nibberos,Aree protette,http://www.sardegnaturismo.it/index.php?xsl=5&s=3156&v=2&c=3001&t=1,40.424061409875,8.99555122395995,
BONO,Sos Nibberos,Monumenti naturali,,40.4241688259869,8.99566207951574,
BONORVA,Bonorva,Città e paesi,http://www.comunas.it/xml/comune.php?istat=090013,40.4172839438403,8.76919247843806,
BONORVA,Chiesa della Nativita' di Maria,Chiese,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=18348,40.4178652590202,8.77058139663066,
BONORVA,Chiesa di San Lorenzo di Rebeccu,Chiese,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17784,40.4241221232236,8.80054959756984,
BONORVA,Chiesa rupestre e affreschi di Sant'Andrea Priu,Chiese,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=18045,40.421597015863,8.84732009136397,
BONORVA,Fonte  Su Lumarzu,Spazi sacri e funerari,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21393,40.4227470594212,8.81301990778386,
BONORVA,Necropoli di Sant'Andrea Priu,Spazi sacri e funerari,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21282,40.4213823855422,8.84688384910154,
BORUTTA,Borutta,Città e paesi,http://www.comunas.it/xml/comune.php?istat=090015,40.522856011092,8.74514885401179,
BORUTTA,Chiesa di San Pietro di Sorres,Chiese,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17800,40.520276266028,8.7487166682409,
BOTTIDDA,Bottidda,Città e paesi,http://www.comunas.it/xml/comune.php?istat=090016,40.3912563322802,9.01133192903662,
BULTEI,Bultei,Città e paesi,http://www.comunas.it/xml/comune.php?istat=090018,40.4572226217054,9.06153646468865,
BULTEI,Chiesa di San Saturnino di Usolvisi,Chiese,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17816,40.4248337032765,9.11892516068043,
BULTEI,Chiesa Madonna di Fatima,Chiese,,40.528885605331,9.04662014608409,
BULTEI,Fiorentini,Foreste,http://www.sardegnaturismo.it/index.php?xsl=5&s=3174&v=2&c=3002&t=1,40.5167261137991,9.05431384677866,
BULTEI,Nuraghe Tilariga,Edifici e strutture antiche,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=22239,40.4764091068882,9.04907963164642,
BULTEI,Terme di Aquae Lesitanae o di San Saturnino,Insediamenti antichi,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=20924,40.4239393032053,9.1188459029324,
BULTEI,Vette del Goceano - Valle del Tirso EST,Sentieri,http://www.sardegnaambiente.it/j/v/874?s=3&v=9&c=6706&ids=44,40.5012261460857,9.08488525848705,
BULTEI,Vette del Goceano - Valle del Tirso OVEST,Sentieri,http://www.sardegnaambiente.it/j/v/874?s=3&v=9&c=6706&ids=46,40.4884385988848,9.0327305481116,
BULZI,Bulzi,Città e paesi,http://www.comunas.it/xml/comune.php?istat=090019,40.8477482914065,8.83217467257452,
BULZI,Chiesa di San Pietro del Crocifisso,Chiese,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17829,40.8355445505053,8.85118050821346,
BURGOS,Area del castello di Goceano,Edifici e strutture antiche,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=20558,40.3885015557282,8.99845370824707,
BURGOS,Burgos,Città e paesi,http://www.comunas.it/xml/comune.php?istat=090020,40.3893354773263,8.99958274129961,
BURGOS,Castello del Goceano,Edifici e strutture antiche,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17817,40.3885015591266,8.99873310493256,
BURGOS,Centro di allevamento governativo,Insediamenti antichi,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21464,40.4233279573689,8.93682436937469,
BURGOS,Museo dei Castelli di Sardegna,Museo,http://www.sardegnacultura.it/j/v/253?s=19512&v=2&c=2487&c1=2126&visb=&t=1,40.3892866585519,8.99596976304652,
BURGOS,Nuraghe Costa,Edifici e strutture antiche,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21467,40.4251944983591,8.93416631857719,
CARGEGHE,Cargeghe,Città e paesi,http://www.comunas.it/xml/comune.php?istat=090022,40.6698669882137,8.6171703408934,
CARGEGHE,Domus de janas di S'Elighe Entosu,Spazi sacri e funerari,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21476,40.6657811808778,8.63234422291498,
CARGEGHE,Domus di Pescialzu o Pascialzos,Spazi sacri e funerari,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21475,40.659759758618,8.62306131511563,
CARGEGHE,Necropoli di Pedras Serradas,Spazi sacri e funerari,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21479,40.6660355310427,8.63879026076571,
CASTELSARDO,Baia Ostina,Spiagge,http://www.sardegnaturismo.it/index.php?xsl=5&s=701&v=2&c=45&t=1,40.9155298616282,8.73861400051992,
CASTELSARDO,Cala la Vignaccia,Spiagge,http://www.sardegnaturismo.it/index.php?xsl=5&s=717&v=2&c=45&t=1,40.9136165990711,8.71673089845616,
CASTELSARDO,Castello dei Doria,Edifici e strutture antiche,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17884,40.9160099721888,8.71240195150951,
CASTELSARDO,Castelsardo,Città e paesi,http://www.comunas.it/xml/comune.php?istat=090023,40.9155334940593,8.7125347831248,
CASTELSARDO,Domus de janas della Roccia dell'Elefante,Spazi sacri e funerari,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21292,40.8896221900843,8.7474087512437,
CASTELSARDO,Lu Bagnu,Spiagge,http://www.sardegnaturismo.it/index.php?xsl=5&s=572&v=2&c=45&t=1,40.9056115293519,8.68864825453501,
CASTELSARDO,Lu Ramasinu,Spiagge,http://www.sardegnaturismo.it/index.php?xsl=5&s=7674&v=2&c=45&c1=2243&t=1,40.8882021719637,8.6461642837404,
CASTELSARDO,Marina di Castelsardo,Porti,http://www.sardegnaturismo.it/index.php?xsl=5&s=761&v=2&c=46&c1=&t=1,40.9143328206141,8.6994906818483,
CASTELSARDO,Marina di Castelsardo,Spiagge,http://www.sardegnaturismo.it/index.php?xsl=5&s=578&v=2&c=45&t=1,40.9138880339112,8.70821826350176,
CASTELSARDO,Muraglia di Monte Ossoni,Monumenti megalitici,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21285,40.9063100492242,8.7675095532405,
CASTELSARDO,Museo dell'intreccio mediterraneo,Museo,http://www.sardegnacultura.it/j/v/253?s=19034&v=2&c=2487&c1=2126&visb=&t=1,40.9155701087252,8.7129367302099,
CASTELSARDO,Museo Diocesano,Museo,http://www.sardegnacultura.it/j/v/253?s=25806&v=2&c=2487&c1=2126&visb=&t=1,40.9167272669745,8.71251557202534,
CASTELSARDO,Pedraladda,Spiagge,http://www.sardegnaturismo.it/index.php?xsl=5&s=598&v=2&c=45&t=1,40.9127102562617,8.72374147068295,
CASTELSARDO,Poltu di la Rena,Spiagge,http://www.sardegnaturismo.it/index.php?xsl=5&s=734&v=2&c=45&t=1,40.9132116241573,8.72899868380538,
CASTELSARDO,Punta la Capra,Spiagge,http://www.sardegnaturismo.it/index.php?xsl=5&s=631&v=2&c=45&t=1,40.8983749035558,8.67075980822848,
CASTELSARDO,Punta li Paddimi,Spiagge,http://www.sardegnaturismo.it/index.php?xsl=5&s=633&v=2&c=45&t=1,40.8944346042288,8.65820926194597,
CHEREMULE,Cheremule,Città e paesi,http://www.comunas.it/xml/comune.php?istat=090024,40.5054920669313,8.72588110012069,
CHEREMULE,Domus de janas di Moseddu,Spazi sacri e funerari,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=22238,40.485745169494,8.73070069124074,
CHIARAMONTI,Castello Doria,Edifici e strutture antiche,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17891,40.7503348777611,8.81676118943938,
CHIARAMONTI,Chiaramonti,Città e paesi,http://www.comunas.it/xml/comune.php?istat=090025,40.7489401116994,8.82021971712036,
CHIARAMONTI,Chiesa di San Matteo,Chiese,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21635,40.748940924378,8.818097383581,
CHIARAMONTI,Chiesa di S. Maria Maddalena,Chiese,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17750,40.7444419976041,8.78931067888915,
CHIARAMONTI,Necropoli di Su Murrone,Spazi sacri e funerari,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=22245,40.7810997938871,8.88670381627366,
CODRONGIANOS,Chiesa di S. Antonio di Salvenero,Chiese,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17882,40.6547052047965,8.70848138570079,
CODRONGIANOS,Codrongianos,Città e paesi,http://www.comunas.it/xml/comune.php?istat=090026,40.657840724978,8.67882644327605,
CODRONGIANOS,Nostra Signora di Saccargia,Chiese,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17842,40.6711961849957,8.68949696525042,
COSSOINE,Chiesa di Santa Maria Iscalas,Chiese,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=18066,40.4487503985257,8.68647697244614,
COSSOINE,Cossoine,Città e paesi,http://www.comunas.it/xml/comune.php?istat=090027,40.4314304235498,8.71616650067381,
ESPORLATU,Esporlatu,Città e paesi,http://www.comunas.it/xml/comune.php?istat=090028,40.3846401753702,8.99083760206864,
FLORINAS,Complesso di Punta Unossi,Edifici e strutture antiche,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21477,40.6174908969792,8.64923784248995,
FLORINAS,Domus de janas di S'Abbadia,Spazi sacri e funerari,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21481,40.6003633093708,8.65181813893039,
FLORINAS,Florinas,Città e paesi,http://www.comunas.it/xml/comune.php?istat=090029,40.6497375443851,8.66566308488305,
FLORINAS,"Nuraghe Corvos, tombe",Edifici e strutture antiche,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21484,40.5985745417789,8.63535534150869,
FLORINAS,Tomba di Campu Lontanu,Spazi sacri e funerari,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21297,40.5933202109434,8.63574139084594,
GIAVE,Crateri vulcanici del Meilogu,Aree protette,http://www.sardegnaturismo.it/index.php?xsl=5&s=3187&v=2&c=3001&t=1,40.4678153627598,8.75501587020138,
GIAVE,Crateri vulcanici del Meilogu Monte Annaru,Monumenti naturali,,40.4698861455619,8.75371824519396,
GIAVE,Giave,Città e paesi,http://www.comunas.it/xml/comune.php?istat=090030,40.4524343209732,8.75349002542791,
GIAVE,Nuraghe Oes,Edifici e strutture antiche,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21510,40.4797651054564,8.77450818598346,
ILLORAI,Domus de janas di Molia,Spazi sacri e funerari,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=22233,40.3032664674129,9.0267153604701,
ILLORAI,Illorai,Città e paesi,http://www.comunas.it/xml/comune.php?istat=090031,40.353220014527,9.00285003991939,
ILLORAI,Ponte Ezzu,Edifici e strutture antiche,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17919,40.3375704142178,9.03020517692481,
ITTIREDDU,Chiesa di San Giacomo,Chiese,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17902,40.5346600749596,8.88962793181087,
ITTIREDDU,Chiesa di Santa Croce,Chiese,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=18074,40.5453669215414,8.90640998988045,
ITTIREDDU,Civico Museo Archeologico,Museo,http://www.sardegnacultura.it/j/v/253?s=22516&v=2&c=2487&c1=2126&visb=&t=1,40.5441930283703,8.90206094410116,
ITTIREDDU,Domus de janas di Partulesi,Spazi sacri e funerari,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=22234,40.5395302104907,8.88972021330181,
ITTIREDDU,Ittireddu,Città e paesi,http://www.comunas.it/xml/comune.php?istat=090032,40.5456701509796,8.90607354421172,
ITTIREDDU,Nuraghe Funtana,Edifici e strutture antiche,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=22235,40.5398808914,8.91205196565495,
ITTIRI,Chiesa di Nostra Signora di Paulis,Chiese,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17788,40.6351788744807,8.52651087768641,
ITTIRI,Chiesa di San Pietro,Chiese,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21639,40.5920653439644,8.57255827955316,
ITTIRI,Ittiri,Città e paesi,http://www.comunas.it/xml/comune.php?istat=090033,40.594435554446,8.57123222002514,
ITTIRI,Necropoli di Sa Figu,Spazi sacri e funerari,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=22236,40.6054273676433,8.59323100033874,
ITTIRI,Nostra Signora de Coros o S. Maria di Coros,Chiese,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17927,40.5970690037598,8.60148995162706,
LAERRU,Laerru,Città e paesi,http://www.comunas.it/xml/comune.php?istat=090034,40.8245809478644,8.83062920963502,
MARA,Mara,Città e paesi,http://www.comunas.it/xml/comune.php?istat=090038,40.4082527840334,8.63554534830045,
MARA,Santuario di N. S. di Bonu Ighinu,Chiese,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=18350,40.447068623308,8.64441957552849,
MARTIS,Chiesa di San Pantaleo,Chiese,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=19232,40.7762521819541,8.81342797506554,
MARTIS,Martis,Città e paesi,http://www.comunas.it/xml/comune.php?istat=090039,40.7779256552578,8.81259152576717,
MARTIS,Museo Diocesano,Museo,http://www.sardegnacultura.it/j/v/253?s=22576&v=2&c=2487&c1=2126&visb=&t=1,40.7785643042391,8.80979813175054,
MARTIS,Triulintas,Sorgenti e cascate,http://www.sardegnaturismo.it/index.php?xsl=5&s=3205&v=2&c=3004&t=1,40.783779490059,8.78750658208527,
MONTELEONE ROCCA DORIA,Chiesa di Sant' Antonio Abate,Chiese,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17949,40.4731578361135,8.56081408073124,
MONTELEONE ROCCA DORIA,Monteleone Rocca Doria,Città e paesi,http://www.comunas.it/xml/comune.php?istat=090040,40.4769366085132,8.55956140645912,
MONTELEONE ROCCA DORIA,Santo Stefano,Chiese,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17956,40.471406963812,8.56065458573707,
MORES,Chiesa di Santa Caterina,Chiese,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21634,40.5499152357842,8.835151655706,
MORES,Mores,Città e paesi,http://www.comunas.it/xml/comune.php?istat=090042,40.5494273005194,8.83438416720432,
MUROS,Muros,Città e paesi,http://www.comunas.it/xml/comune.php?istat=090043,40.6782433656092,8.61845796334951,
NUGHEDU DI SAN NICOLO',Nughedu S.Nicolo',Città e paesi,http://www.comunas.it/xml/comune.php?istat=090044,40.5641305313152,9.02680560565889,
NULE,Nule,Città e paesi,http://www.comunas.it/xml/comune.php?istat=090045,40.4623459988425,9.19028280106772,
NULE,Nuraghe Voes,Edifici e strutture antiche,http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21575,40.4792486001272,9.24828540738313,
