COMUNE;PROVINCIA;REGIONE;NOME;MACRO TIPOLOGIA;TIPOLOGIA;SCHEDA;IDFEATURE;DO_Y;DO_X
BONORVA;SASSARI;Sardegna;Necropoli di Sant'Andrea Priu;Spazi sacri e funerari;Domus de janas;http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21282;1433;40.4213823855422;8.84688384910154
BORUTTA;SASSARI;Sardegna;Borutta;Città e paesi;Paese;http://www.comunas.it/xml/comune.php?istat=090015;57;40.522856011092;8.74514885401179
BORUTTA;SASSARI;Sardegna;Chiesa di San Pietro di Sorres;Chiese;Chiese;http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17800;468;40.520276266028;8.7487166682409
BOTTIDDA;SASSARI;Sardegna;Bottidda;Città e paesi;Paese;http://www.comunas.it/xml/comune.php?istat=090016;58;40.3912563322802;9.01133192903662
BULTEI;SASSARI;Sardegna;Bultei;Città e paesi;Paese;http://www.comunas.it/xml/comune.php?istat=090018;60;40.4572226217054;9.06153646468865
BULTEI;SASSARI;Sardegna;Chiesa di San Saturnino di Usolvisi;Chiese;Chiese;http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17816;482;40.4248337032765;9.11892516068043
BULTEI;SASSARI;Sardegna;Chiesa Madonna di Fatima;Chiese;Chiese;;7844;40.528885605331;9.04662014608409
BULTEI;SASSARI;Sardegna;Fiorentini;Foreste;Foreste;http://www.sardegnaturismo.it/index.php?xsl=5&s=3174&v=2&c=3002&t=1;686;40.5167261137991;9.05431384677866
BULTEI;SASSARI;Sardegna;Nuraghe Tilariga;Edifici e strutture antiche;Nuraghi;http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=22239;843;40.4764091068882;9.04907963164642
BULTEI;SASSARI;Sardegna;Terme di Aquae Lesitanae o di San Saturnino;Insediamenti antichi;Terme;http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=20924;1180;40.4239393032053;9.1188459029324
BULTEI;SASSARI;Sardegna;Vette del Goceano - Valle del Tirso EST;Sentieri;Sentieri;http://www.sardegnaambiente.it/j/v/874?s=3&v=9&c=6706&ids=44;6816;40.5012261460857;9.08488525848705
BULTEI;SASSARI;Sardegna;Vette del Goceano - Valle del Tirso OVEST;Sentieri;Sentieri;http://www.sardegnaambiente.it/j/v/874?s=3&v=9&c=6706&ids=46;6817;40.4884385988848;9.0327305481116
BULZI;SASSARI;Sardegna;Bulzi;Città e paesi;Paese;http://www.comunas.it/xml/comune.php?istat=090019;61;40.8477482914065;8.83217467257452
BULZI;SASSARI;Sardegna;Chiesa di San Pietro del Crocifisso;Chiese;Chiese;http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17829;477;40.8355445505053;8.85118050821346
BURGOS;SASSARI;Sardegna;Area del castello di Goceano;Edifici e strutture antiche;Castelli;http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=20558;657;40.3885015557282;8.99845370824707
BURGOS;SASSARI;Sardegna;Burgos;Città e paesi;Paese;http://www.comunas.it/xml/comune.php?istat=090020;62;40.3893354773263;8.99958274129961
BURGOS;SASSARI;Sardegna;Castello del Goceano;Edifici e strutture antiche;Castelli;http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17817;804;40.3885015591266;8.99873310493256
BURGOS;SASSARI;Sardegna;Centro di allevamento governativo;Insediamenti antichi;Edifici industriali;http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21464;1087;40.4233279573689;8.93682436937469
BURGOS;SASSARI;Sardegna;Museo dei Castelli di Sardegna;Museo;Museo;http://www.sardegnacultura.it/j/v/253?s=19512&v=2&c=2487&c1=2126&visb=&t=1;5906;40.3892866585519;8.99596976304652
BURGOS;SASSARI;Sardegna;Nuraghe Costa;Edifici e strutture antiche;Nuraghi;http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21467;844;40.4251944983591;8.93416631857719
CARGEGHE;SASSARI;Sardegna;Cargeghe;Città e paesi;Paese;http://www.comunas.it/xml/comune.php?istat=090022;64;40.6698669882137;8.6171703408934
CARGEGHE;SASSARI;Sardegna;Domus de janas di S'Elighe Entosu;Spazi sacri e funerari;Domus de janas;http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21476;1482;40.6657811808778;8.63234422291498
CARGEGHE;SASSARI;Sardegna;Domus di Pescialzu o Pascialzos;Spazi sacri e funerari;Domus de janas;http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21475;1483;40.659759758618;8.62306131511563
CARGEGHE;SASSARI;Sardegna;Necropoli di Pedras Serradas;Spazi sacri e funerari;Domus de janas;http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21479;1428;40.6660355310427;8.63879026076571
CASTELSARDO;SASSARI;Sardegna;Baia Ostina;Spiagge;Sabbia;http://www.sardegnaturismo.it/index.php?xsl=5&s=701&v=2&c=45&t=1;1792;40.9155298616282;8.73861400051992
CASTELSARDO;SASSARI;Sardegna;Cala la Vignaccia;Spiagge;Sabbia, ciottoli;http://www.sardegnaturismo.it/index.php?xsl=5&s=717&v=2&c=45&t=1;1948;40.9136165990711;8.71673089845616
CASTELSARDO;SASSARI;Sardegna;Castello dei Doria;Edifici e strutture antiche;Castelli;http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17884;796;40.9160099721888;8.71240195150951
CASTELSARDO;SASSARI;Sardegna;Castelsardo;Città e paesi;Paese;http://www.comunas.it/xml/comune.php?istat=090023;159;40.9155334940593;8.7125347831248
CASTELSARDO;SASSARI;Sardegna;Domus de janas della Roccia dell'Elefante;Spazi sacri e funerari;Domus de janas;http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21292;1484;40.8896221900843;8.7474087512437
CASTELSARDO;SASSARI;Sardegna;Lu Bagnu;Spiagge;Sabbia, rocce;http://www.sardegnaturismo.it/index.php?xsl=5&s=572&v=2&c=45&t=1;1950;40.9056115293519;8.68864825453501
CASTELSARDO;SASSARI;Sardegna;Lu Ramasinu;Spiagge;Rocce;http://www.sardegnaturismo.it/index.php?xsl=5&s=7674&v=2&c=45&c1=2243&t=1;2056;40.8882021719637;8.6461642837404
CASTELSARDO;SASSARI;Sardegna;Marina di Castelsardo;Porti;Porto turistico;http://www.sardegnaturismo.it/index.php?xsl=5&s=761&v=2&c=46&c1=&t=1;1378;40.9143328206141;8.6994906818483
CASTELSARDO;SASSARI;Sardegna;Marina di Castelsardo;Spiagge;Sabbia, ciottoli;http://www.sardegnaturismo.it/index.php?xsl=5&s=578&v=2&c=45&t=1;1951;40.9138880339112;8.70821826350176
CASTELSARDO;SASSARI;Sardegna;Muraglia di Monte Ossoni;Monumenti megalitici;Muraglia;http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21285;994;40.9063100492242;8.7675095532405
CASTELSARDO;SASSARI;Sardegna;Museo dell'intreccio mediterraneo;Museo;Museo;http://www.sardegnacultura.it/j/v/253?s=19034&v=2&c=2487&c1=2126&visb=&t=1;5816;40.9155701087252;8.7129367302099
CASTELSARDO;SASSARI;Sardegna;Museo Diocesano;Museo;Museo;http://www.sardegnacultura.it/j/v/253?s=25806&v=2&c=2487&c1=2126&visb=&t=1;5817;40.9167272669745;8.71251557202534
CASTELSARDO;SASSARI;Sardegna;Pedraladda;Spiagge;Sabbia, ciottoli;http://www.sardegnaturismo.it/index.php?xsl=5&s=598&v=2&c=45&t=1;1952;40.9127102562617;8.72374147068295
CASTELSARDO;SASSARI;Sardegna;Poltu di la Rena;Spiagge;Sabbia, ciottoli, massi;http://www.sardegnaturismo.it/index.php?xsl=5&s=734&v=2&c=45&t=1;1949;40.9132116241573;8.72899868380538
CASTELSARDO;SASSARI;Sardegna;Punta la Capra;Spiagge;Rocce;http://www.sardegnaturismo.it/index.php?xsl=5&s=631&v=2&c=45&t=1;1953;40.8983749035558;8.67075980822848
CASTELSARDO;SASSARI;Sardegna;Punta li Paddimi;Spiagge;Rocce;http://www.sardegnaturismo.it/index.php?xsl=5&s=633&v=2&c=45&t=1;1954;40.8944346042288;8.65820926194597
CHEREMULE;SASSARI;Sardegna;Cheremule;Città e paesi;Paese;http://www.comunas.it/xml/comune.php?istat=090024;160;40.5054920669313;8.72588110012069
CHEREMULE;SASSARI;Sardegna;Domus de janas di Moseddu;Spazi sacri e funerari;Domus de janas;http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=22238;1485;40.485745169494;8.73070069124074
CHIARAMONTI;SASSARI;Sardegna;Castello Doria;Edifici e strutture antiche;Castelli;http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17891;814;40.7503348777611;8.81676118943938
CHIARAMONTI;SASSARI;Sardegna;Chiaramonti;Città e paesi;Paese;http://www.comunas.it/xml/comune.php?istat=090025;161;40.7489401116994;8.82021971712036
CHIARAMONTI;SASSARI;Sardegna;Chiesa di San Matteo;Chiese;Chiese;http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21635;553;40.748940924378;8.818097383581
CHIARAMONTI;SASSARI;Sardegna;Chiesa di S. Maria Maddalena;Chiese;Chiese;http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17750;564;40.7444419976041;8.78931067888915
CHIARAMONTI;SASSARI;Sardegna;Necropoli di Su Murrone;Spazi sacri e funerari;Domus de janas;http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=22245;1486;40.7810997938871;8.88670381627366
CODRONGIANOS;SASSARI;Sardegna;Chiesa di S. Antonio di Salvenero;Chiese;Chiese;http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17882;567;40.6547052047965;8.70848138570079
CODRONGIANOS;SASSARI;Sardegna;Codrongianos;Città e paesi;Paese;http://www.comunas.it/xml/comune.php?istat=090026;162;40.657840724978;8.67882644327605
CODRONGIANOS;SASSARI;Sardegna;Nostra Signora di Saccargia;Chiese;Chiese;http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17842;481;40.6711961849957;8.68949696525042
COSSOINE;SASSARI;Sardegna;Chiesa di Santa Maria Iscalas;Chiese;Chiese;http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=18066;533;40.4487503985257;8.68647697244614
COSSOINE;SASSARI;Sardegna;Cossoine;Città e paesi;Paese;http://www.comunas.it/xml/comune.php?istat=090027;163;40.4314304235498;8.71616650067381
ESPORLATU;SASSARI;Sardegna;Esporlatu;Città e paesi;Paese;http://www.comunas.it/xml/comune.php?istat=090028;164;40.3846401753702;8.99083760206864
FLORINAS;SASSARI;Sardegna;Complesso di Punta Unossi;Edifici e strutture antiche;Villaggi nuragici;http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21477;846;40.6174908969792;8.64923784248995
FLORINAS;SASSARI;Sardegna;Domus de janas di S'Abbadia;Spazi sacri e funerari;Domus de janas;http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21481;1487;40.6003633093708;8.65181813893039
FLORINAS;SASSARI;Sardegna;Florinas;Città e paesi;Paese;http://www.comunas.it/xml/comune.php?istat=090029;165;40.6497375443851;8.66566308488305
